IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
081671-08062023,08-Jun-23,2023,00:33:35,0,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,SW8 3JL,SW8,200000486234.0,21901460,E09000022,LAMBETH,Lambeth,E05014102,CLAPHAM TOWN,CLAPHAM TOWN,528594.0,175742.0,528550,175750,51.466047,-0.150124,London,Clapham,184.0,Clapham,,,1.0,1.0,1,60,388,1.0
029124-27022023,27-Feb-23,2023,15:21:53,15,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,UB5 4LB,UB5,12141185.0,20602462,E09000009,EALING,Ealing,E05013528,NORTH GREENFORD,NORTH GREENFORD,514534.0,185141.0,514550,185150,51.553541,-0.34939,London,Northolt,156.0,Northolt,,,1.0,1.0,1,60,364,1.0
033974-09032023,09-Mar-23,2023,16:59:30,16,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE1,0.0,21900148,E09000022,LAMBETH,Lambeth,E05014118,WATERLOO & SOUTH BANK,WATERLOO & SOUTH BANK,,,531250,179650,,,London,Lambeth,267.0,Lambeth,,,1.0,1.0,1,60,364,1.0
033565-08032023,08-Mar-23,2023,21:08:21,21,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,WC1H,0.0,20400861,E09000007,CAMDEN,Camden,E05013653,BLOOMSBURY,BLOOMSBURY,,,529850,182650,,,London,Euston,104.0,Euston,302.0,Soho,4.0,5.0,5,145,880,2.0
015427-31012023,31-Jan-23,2023,17:13:10,17,Special Service,Special Service,Effecting entry/exit,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,SW4,0.0,21900290,E09000022,LAMBETH,Lambeth,E05014100,CLAPHAM EAST,CLAPHAM EAST,,,529550,175150,,,London,Clapham,391.0,Brixton,,,1.0,1.0,1,60,364,1.0
135155-04092023,04-Sep-23,2023,13:15:59,13,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SW11,0.0,22906622,E09000032,WANDSWORTH,Wandsworth,E05014018,ST. MARY'S,ST. MARY'S,,,526450,175650,,,London,Battersea,,,,,1.0,1.0,1,60,388,2.0
191467-06122023,06-Dec-23,2023,09:04:00,9,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,N1 1DW,N1,10010437427.0,21605585,E09000019,ISLINGTON,Islington,E05013700,CALEDONIAN,CALEDONIAN,530656.0,184249.0,530650,184250,51.54202602,-0.117301431,London,Islington,298.0,Islington,,,1.0,1.0,1,60,388,1.0
127948-23082023,23-Aug-23,2023,11:13:27,11,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N1,0.0,21604793,E09000019,ISLINGTON,Islington,E05013701,CANONBURY,CANONBURY,,,532450,183950,,,London,Islington,285.0,Islington,,,1.0,1.0,1,60,388,1.0
162682-18102023,18-Oct-23,2023,18:48:29,18,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,IG8,0.0,22818600,E09000031,WALTHAM FOREST,Waltham Forest,E05013889,HALE END & HIGHAMS PARK SOUTH,HALE END & HIGHAMS PARK SOUTH,,,539250,191450,,,London,Woodford,318.0,Woodford,,,1.0,1.0,1,60,388,1.0
158295-11102023,11-Oct-23,2023,13:18:20,13,False Alarm,AFA,,Non Residential,Airport - hangar ,Correct incident location,TW6 2PX,TW6,100023405958.0,21400695,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,509135.0,175933.0,509150,175950,51.47185032,-0.430070262,London,Heathrow,275.0,Feltham,,,1.0,1.0,1,60,388,1.0
106983-17072023,17-Jul-23,2023,17:09:39,17,Special Service,Special Service,Flooding,Other Residential,Nursing/Care Home/Hospice,Correct incident location,HA3 0QH,HA3,202054782.0,20200173,E09000005,BRENT,Brent,E05013502,KENTON,KENTON,518324.0,187611.0,518350,187650,51.57496092,-0.293915285,London,Wembley,65.0,Wembley,,,1.0,1.0,1,60,388,1.0
073165-25052023,25-May-23,2023,03:06:31,3,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Within same building,SW11 1LJ,SW11,100023298633.0,22902838,E09000032,WANDSWORTH,Wandsworth,E05014014,LAVENDER,LAVENDER,527391.0,175496.0,527350,175450,51.46411502,-0.167521748,London,Battersea,188.0,Battersea,,,1.0,1.0,1,60,388,1.0
198684-18122023,18-Dec-23,2023,12:54:50,12,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,N1 2NQ,N1,10093109069.0,21604442,E09000019,ISLINGTON,Islington,E05013701,CANONBURY,CANONBURY,532005.0,184521.0,532050,184550,51.54416096,-0.097760624,London,Islington,349.0,Islington,,,1.0,1.0,1,60,388,1.0
008690-19012023,19-Jan-23,2023,07:17:27,7,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,E2 7SJ,E2,6646550.0,22700587,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,WEAVERS,WEAVERS,534119.0,183109.0,534150,183150,51.53097276,-0.067824882,London,Shoreditch,275.0,Bethnal Green,,,1.0,1.0,1,60,364,1.0
137544-07092023,07-Sep-23,2023,21:38:40,21,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,UB2,0.0,20605019,E09000009,EALING,Ealing,E05013533,NORWOOD GREEN,NORWOOD GREEN,,,512850,179750,,,London,Southall,,,,,1.0,1.0,1,60,388,3.0
034197-10032023,10-Mar-23,2023,00:30:33,0,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W12,0.0,21001152,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013736,COLLEGE PARK & OLD OAK,COLLEGE PARK & OLD OAK,,,522250,181050,,,London,Acton,469.0,Hammersmith,495.0,Hammersmith,2.0,3.0,3,113,686,2.0
032260-06032023,06-Mar-23,2023,00:31:25,0,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Within same building,,NW3,0.0,20400314,E09000007,CAMDEN,Camden,E05013660,HAVERSTOCK,HAVERSTOCK,,,527750,185050,,,London,Kentish Town,337.0,Kentish Town,351.0,Euston,2.0,2.0,2,155,940,2.0
179067-15112023,15-Nov-23,2023,03:46:28,3,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,CR0,0.0,20500779,E09000008,CROYDON,Croydon,E05011463,ADDISCOMBE WEST,ADDISCOMBE WEST,,,532950,166050,,,London,Croydon,318.0,Croydon,322.0,Croydon,3.0,5.0,5,89,576,1.0
201513-23122023,23-Dec-23,2023,12:47:47,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,E15,0.0,22201480,E09000025,NEWHAM,Newham,E05013924,STRATFORD,STRATFORD,,,538650,184050,,,London,Stratford,184.0,Stratford,401.0,Bethnal Green,3.0,3.0,3,60,388,2.0
005754-13012023,13-Jan-23,2023,06:50:10,6,False Alarm,AFA,,Non Residential,Large supermarket ,Correct incident location,W2 4QH,W2,100023481921.0,8401512,E09000033,WESTMINSTER,Westminster,E05013798,LANCASTER GATE,LANCASTER GATE,525845.0,180799.0,525850,180750,51.5121125,-0.1878771,London,Paddington,299.0,Kensington,,,1.0,1.0,1,60,364,1.0
101992-09072023,09-Jul-23,2023,09:15:21,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,W12,0.0,21001146,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,WHITE CITY,WHITE CITY,,,522550,180950,,,London,Hammersmith,299.0,Hammersmith,355.0,North Kensington,2.0,2.0,2,60,388,1.0
151022-29092023,29-Sep-23,2023,11:19:29,11,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,UB3 2PX,UB3,100021427903.0,21401074,E09000017,HILLINGDON,Hillingdon,E05013582,WOOD END,WOOD END,509835.0,181072.0,509850,181050,51.51790496,-0.418399615,London,Hayes,442.0,Hayes,,,2.0,2.0,1,60,388,1.0
106889-17072023,17-Jul-23,2023,14:24:01,14,Special Service,Special Service,Flooding,Non Residential,Single shop ,Correct incident location,W8 4BY,W8,217102219.0,21700723,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009390,CAMPDEN,CAMPDEN,525461.0,180018.0,525450,180050,51.5051788,-0.1936856,London,Kensington,331.0,Paddington,,,1.0,1.0,1,60,388,1.0
069998-19052023,19-May-23,2023,10:04:14,10,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,CR8 3YP,CR8,5870094879.0,20502564,E09000029,SUTTON,Sutton,E05013763,SOUTH BEDDINGTON & ROUNDSHAW,SOUTH BEDDINGTON & ROUNDSHAW,530067.0,162321.0,530050,162350,51.345101,-0.133836,London,Purley,383.0,Wallington,,,1.0,1.0,1,60,388,1.0
091130-22062023,22-Jun-23,2023,10:56:42,10,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,SW18 1GE,SW18,10091500452.0,22901532,E09000032,WANDSWORTH,Wandsworth,E05014022,THAMESFIELD,THAMESFIELD,525399.0,175130.0,525350,175150,51.46126359,-0.196308277,London,Wandsworth,407.0,Battersea,,,1.0,1.0,1,60,388,1.0
177502-12112023,12-Nov-23,2023,17:04:01,17,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,N14,0.0,20701407,E09000010,ENFIELD,Enfield,E05013692,SOUTHGATE,SOUTHGATE,,,529250,194550,,,London,Southgate,184.0,Southgate,468.0,Barnet,2.0,2.0,2,60,388,1.0
060710-01052023,01-May-23,2023,19:48:19,19,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street close to gazetteer location,BR6 9BX,BR6,100022900292.0,20300351,E09000006,BROMLEY,Bromley,E05013992,CHELSFIELD,CHELSFIELD,548454.0,163392.0,548450,163350,51.35022811,0.130425541,London,Orpington,349.0,Orpington,,,1.0,1.0,1,60,388,1.0
099296-04072023,04-Jul-23,2023,23:31:33,23,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,SW5 9HA,SW5,217090359.0,21700680,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009395,EARL'S COURT,EARL'S COURT,525116.0,178531.0,525150,178550,51.49189138,-0.199178099,London,Kensington,269.0,Kensington,328.0,Fulham,2.0,2.0,2,60,388,1.0
126731-21082023,21-Aug-23,2023,03:41:24,3,Special Service,Special Service,Effecting entry/exit,Dwelling,House in Multiple Occupation - Up to 2 storeys (not known if licensed) ,Within same building,,UB7,0.0,21401943,E09000017,HILLINGDON,Hillingdon,E05013584,YIEWSLEY,YIEWSLEY,,,506350,181350,,,London,Hillingdon,448.0,Hillingdon,,,1.0,1.0,1,60,388,1.0
122700-14082023,14-Aug-23,2023,07:12:29,7,False Alarm,False alarm - Malicious,,Outdoor Structure,Small refuse/rubbish container,Correct incident location,E6 3PW,E6,10012836059.0,22200819,E09000025,NEWHAM,Newham,E05013910,EAST HAM SOUTH,EAST HAM SOUTH,542187.0,182391.0,542150,182350,51.5225446,0.0481115,London,East Ham,169.0,East Ham,,,1.0,1.0,1,60,388,1.0
059976-30042023,30-Apr-23,2023,13:58:55,13,Special Service,Special Service,Lift Release,Non Residential,Other education establishment,Correct incident location,RM9 5YX,RM9,10091588714.0,19900284,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014067,PARSLOES,PARSLOES,547433.0,185122.0,547450,185150,51.5457448,0.124817602,London,Barking,338.0,Dagenham,,,1.0,1.0,1,60,388,1.0
100738-07072023,07-Jul-23,2023,12:15:03,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,W5,0.0,20602194,E09000009,EALING,Ealing,E05013520,EALING BROADWAY,EALING BROADWAY,,,517250,180650,,,London,Ealing,298.0,Ealing,499.0,Southall,4.0,5.0,6,143,925,2.0
047439-05042023,05-Apr-23,2023,19:46:46,19,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,BR1,0.0,20300434,E09000006,BROMLEY,Bromley,E05013988,BICKLEY & SUNDRIDGE,BICKLEY & SUNDRIDGE,,,541050,169550,,,London,Bromley,211.0,Bromley,,,1.0,1.0,1,60,388,1.0
144495-18092023,18-Sep-23,2023,15:22:04,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SW6,0.0,21000856,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,SANDS END,SANDS END,,,525850,175850,,,London,Fulham,397.0,Fulham,648.0,Wandsworth,2.0,2.0,2,60,388,1.0
047223-05042023,05-Apr-23,2023,12:58:54,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW11,0.0,22403741,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013776,FULWELL & HAMPTON HILL,FULWELL & HAMPTON HILL,,,515050,171450,,,London,Twickenham,543.0,Feltham,655.0,Richmond,2.0,2.0,2,60,388,1.0
198633-18122023,18-Dec-23,2023,11:16:38,11,False Alarm,AFA,,Non Residential,Converted office ,Within same building,CR0 1YB,CR0,200001204944.0,20502613,E09000008,CROYDON,Croydon,E05011468,FAIRFIELD,FAIRFIELD,532306.0,165445.0,532350,165450,51.372656,-0.1005572,London,Croydon,242.0,Croydon,,,1.0,1.0,1,60,388,1.0
040737-23032023,23-Mar-23,2023,03:18:27,3,False Alarm,AFA,,Non Residential,Underground car park,Correct incident location,E14 9GL,E14,6063693.0,22701077,E09000030,TOWER HAMLETS,Tower Hamlets,E05009318,BLACKWALL & CUBITT TOWN,BLACKWALL & CUBITT TOWN,537897.0,179195.0,537850,179150,51.494888,-0.014933,London,Millwall,362.0,Millwall,,,1.0,1.0,1,60,364,2.0
186462-27112023,27-Nov-23,2023,20:31:32,20,False Alarm,AFA,,Non Residential,Sports/Social club ,Correct incident location,E15 4JF,E15,10090849594.0,22201573,E09000025,NEWHAM,Newham,E05013912,FOREST GATE SOUTH,FOREST GATE SOUTH,539830.0,184811.0,539850,184850,51.54488222,0.015128596,London,Stratford,100.0,Stratford,,,1.0,1.0,1,60,388,1.0
093787-25062023,25-Jun-23,2023,21:24:10,21,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,W6,0.0,21000955,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013733,ADDISON,ADDISON,,,523350,179550,,,London,Hammersmith,403.0,Kensington,,,1.0,1.0,1,60,388,1.0
150511-28092023,28-Sep-23,2023,11:50:40,11,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,N12 8TA,N12,200130305.0,20047420,E09000003,BARNET,Barnet,E05013646,TOTTERIDGE & WOODSIDE,TOTTERIDGE & WOODSIDE,525975.0,193053.0,525950,193050,51.622218,-0.1816128,London,Finchley,368.0,Southgate,,,1.0,1.0,1,60,388,1.0
048177-07042023,07-Apr-23,2023,12:04:03,12,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,SM1 2SU,SM1,5870030931.0,22605671,E09000029,SUTTON,Sutton,E05013768,SUTTON WEST & EAST CHEAM,SUTTON WEST & EAST CHEAM,525268.0,163971.0,525250,163950,51.36100612,-0.202131644,London,Sutton,357.0,Sutton,,,1.0,1.0,1,60,388,1.0
187731-30112023,30-Nov-23,2023,00:10:26,0,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,EN3,0.0,20702215,E09000010,ENFIELD,Enfield,E05013674,BRIMSDOWN,BRIMSDOWN,,,535750,198250,,,London,Enfield,245.0,Enfield,,,1.0,1.0,1,60,388,1.0
143123-16092023,16-Sep-23,2023,11:54:46,11,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,W3,0.0,20601470,E09000009,EALING,Ealing,E05013527,NORTH ACTON,NORTH ACTON,,,519750,180650,,,London,Acton,468.0,Ealing,545.0,Acton,2.0,2.0,2,60,388,1.0
057837-26042023,26-Apr-23,2023,19:28:23,19,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,SE17 1RH,SE17,200003420933.0,22500462,E09000028,SOUTHWARK,Southwark,E05011107,NORTH WALWORTH,NORTH WALWORTH,532842.0,178673.0,532850,178650,51.4914067,-0.0879042,London,Old Kent Road,276.0,Old Kent Road,400.0,Dockhead,2.0,2.0,2,60,388,1.0
017142-03022023,03-Feb-23,2023,22:56:27,22,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SE5,0.0,22500399,E09000028,SOUTHWARK,Southwark,E05011115,ST. GILES,ST. GILES,,,532650,176850,,,London,Peckham,203.0,Peckham,274.0,Brixton,2.0,2.0,2,60,364,2.0
054158-19042023,19-Apr-23,2023,09:44:59,9,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,BR4 0QS,BR4,100020484315.0,20301489,E09000006,BROMLEY,Bromley,E05014008,WEST WICKHAM,WEST WICKHAM,538008.0,166615.0,538050,166650,51.38182006,-0.01822966,London,Beckenham,451.0,Beckenham,454.0,Addington,3.0,3.0,3,60,388,1.0
139707-10092023,10-Sep-23,2023,17:02:49,17,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,TW5 9RW,TW5,10091691457.0,21500855,E09000018,HOUNSLOW,Hounslow,E05013612,CRANFORD,CRANFORD,510097.0,177019.0,510050,177050,51.48142919,-0.415886241,London,Hayes,331.0,Feltham,352.0,Feltham,1.0,2.0,2,97,627,1.0
140292-11092023,11-Sep-23,2023,15:43:32,15,Fire,Primary Fire,,Non Residential,Converted office ,Correct incident location,EC1R 4RP,EC1R,5300079733.0,21605838,E09000019,ISLINGTON,Islington,E05013702,CLERKENWELL,CLERKENWELL,531208.0,182449.0,531250,182450,51.5257219,-0.1100226,London,Islington,302.0,Islington,372.0,Euston,2.0,2.0,2,146,944,2.0
147807-23092023,23-Sep-23,2023,18:25:38,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW6,0.0,21000403,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013742,LILLIE,LILLIE,,,525350,177750,,,London,Fulham,217.0,Fulham,400.0,Kensington,2.0,2.0,2,60,388,1.0
074891-27052023,27-May-23,2023,22:07:20,22,Special Service,Special Service,Assist other agencies,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,CR2,0.0,20502318,E09000008,CROYDON,Croydon,E05011484,SOUTH CROYDON,SOUTH CROYDON,,,532550,163250,,,London,Croydon,306.0,Croydon,,,1.0,1.0,1,60,388,1.0
135892-05092023,05-Sep-23,2023,15:36:47,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE26,0.0,20301706,E09000006,BROMLEY,Bromley,E05014002,PENGE & CATOR,PENGE & CATOR,,,535450,170850,,,London,Beckenham,323.0,Beckenham,538.0,Woodside,2.0,2.0,2,60,388,1.0
174258-07112023,07-Nov-23,2023,03:44:39,3,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W14,0.0,21700626,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009397,HOLLAND,HOLLAND,,,524550,179650,,,London,Kensington,354.0,Hammersmith,360.0,Hammersmith,1.0,2.0,2,60,388,1.0
117012-03082023,03-Aug-23,2023,23:35:36,23,Special Service,Special Service,Effecting entry/exit,Non Residential,Multi-Storey car park,On land associated with building,N7 6PL,N7,5300043068.0,21603345,E09000019,ISLINGTON,Islington,E05013703,FINSBURY PARK,FINSBURY PARK,530641.0,185951.0,530650,185950,51.55733095,-0.116883991,London,Holloway,124.0,Holloway,,,1.0,1.0,1,60,388,1.0
180567-17112023,17-Nov-23,2023,19:17:14,19,Fire,Secondary Fire,,Outdoor,Road surface/pavement ,In street outside gazetteer location,NW10 8SR,NW10,202110986.0,20200310,E09000005,BRENT,Brent,E05013509,ROUNDWOOD,ROUNDWOOD,521109.0,184013.0,521150,184050,51.54203434,-0.254984737,London,Park Royal,519.0,Wembley,,,1.0,1.0,1,60,388,6.0
181040-18112023,18-Nov-23,2023,14:13:32,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W3,0.0,20600388,E09000009,EALING,Ealing,E05013536,SOUTH ACTON,SOUTH ACTON,,,520150,179950,,,London,Acton,264.0,Chiswick,273.0,Acton,2.0,2.0,2,60,388,1.0
193666-09122023,09-Dec-23,2023,21:09:31,21,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,N11 1JL,N11,200219591.0,20005920,E09000003,BARNET,Barnet,E05013629,BRUNSWICK PARK,BRUNSWICK PARK,528862.0,192790.0,528850,192750,51.61919913,-0.140024357,London,Southgate,487.0,Southgate,,,1.0,1.0,1,60,388,1.0
105998-15072023,15-Jul-23,2023,20:47:03,20,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,E5,0.0,20900791,E09000012,HACKNEY,Hackney,E05009379,KING'S PARK,KING'S PARK,,,535950,185950,,,London,Homerton,214.0,Homerton,474.0,Stoke Newington,2.0,2.0,2,60,388,1.0
013652-28012023,28-Jan-23,2023,03:31:56,3,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Within same building,,EN5,0.0,20043800,E09000003,BARNET,Barnet,E05013647,UNDERHILL,UNDERHILL,,,525050,195950,,,London,Barnet,239.0,Barnet,,,1.0,1.0,1,60,364,1.0
041317-24032023,24-Mar-23,2023,11:33:31,11,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,SW1P,0.0,8401378,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,,,529950,179250,,,London,Lambeth,199.0,Lambeth,,,1.0,1.0,1,60,364,1.0
030051-01032023,01-Mar-23,2023,15:11:37,15,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,UB1 3BT,UB1,12141199.0,20600223,E09000009,EALING,Ealing,E05013537,SOUTHALL BROADWAY,SOUTHALL BROADWAY,512978.0,180204.0,512950,180250,51.5094887,-0.373399842,London,Southall,161.0,Southall,,,1.0,1.0,1,60,364,2.0
103241-11072023,11-Jul-23,2023,09:22:14,9,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,SE9,0.0,20800746,E09000011,GREENWICH,Greenwich,E05014078,ELTHAM PARK & PROGRESS,ELTHAM PARK & PROGRESS,,,542850,176150,,,London,Eltham,266.0,Eltham,553.0,East Greenwich,2.0,2.0,2,62,401,1.0
028971-27022023,27-Feb-23,2023,10:22:49,10,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,KT5,0.0,21800545,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013944,SURBITON HILL,SURBITON HILL,,,518850,166950,,,London,Surbiton,162.0,Surbiton,,,1.0,1.0,1,60,364,1.0
084026-11062023,11-Jun-23,2023,12:38:08,12,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW1,0.0,20400650,E09000007,CAMDEN,Camden,E05013655,CAMDEN TOWN,CAMDEN TOWN,,,529050,184150,,,London,Kentish Town,244.0,Kentish Town,,,1.0,1.0,1,60,388,1.0
177110-12112023,12-Nov-23,2023,00:48:20,0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,E16 1ZD,E16,10093130149.0,22207551,E09000025,NEWHAM,Newham,E05013907,CANNING TOWN SOUTH,CANNING TOWN SOUTH,539758.0,180976.0,539750,180950,51.51043671,0.012575268,London,Poplar,443.0,Poplar,,,1.0,1.0,1,60,388,1.0
